"","INTERCEPT_ID","LOCATION_ID","LOCATION_NM","INTERCEPT_DT","TIME_ID","FINAL_DETERM_ID","INTERCEPT_NUM","PORT_REFERENCE_NUMBER","PATHWAY","MODE_OF_TRANSPORT","FORWARD_TO","PRIORITY","OVERTIME_FL","UDF1","ORIGIN_UNSURE_FL","ORIGIN","ORIGIN_ID","DESTINATION_STATE","DESTINATION_CITY","DESTINATION_ZIP","IMPORTED_AS","MATERIAL_FOR","WHERE_INTERCEPT","AIRLINE","MARITIME_NM","CARRIER_NUM","SHIPMENT_ID_NUM","SHIPMENT_TYPE","NATIONAL_AGR_RELEASE_PROG","HOST_PROXIMITY","INSP_HOST","INSP_GENUS","INSP_AGRICULT_FL","INVALID_INSP_HOST","BIO_HOST","BIO_GENUS","BIO_AGRICULT_FL","INVALID_BIO_HOST","HOST_PART","HOST_QUANTITY","UNIT","DISEASE_STAGE","ALIVE_IMMATURE","ALIVE_PUPAE","ALIVE_ADULT","ALIVE_EGG","ALIVE_CYST","DEAD_IMMATURE","DEAD_PUPAE","DEAD_ADULT","DEAD_EGG","DEAD_CYST","NIS_REVIEW_FL","PEST","INVALID_PEST","INCONCL_REASON","PEST_TYPE","REPORTABLE_FL","PEST_ORDER","SUB_ORDER","SUPER_FAMILY","FAMILY","SUB_FAMILY","TRIBE","GENUS","SUB_GENUS","SPECIES","SUB_SPECIES","AUTHOR","PEST_REMARKS","DETERMINED_BY","DETERMINED_DT","DETERM_REMARKS","QUARANTINE_STATUS","SEL_LOT","APPROVED_FL","REMARKS","F309_ID","CREATE_USER","CREATE_DT","MODIFY_USER","MODIFY_DT","REFRESH_DT"
"3157",339603,118,"NY JFK PIS PPQ","1984-12-05 00:00:00",1801,350212,"JFKNY843400662550","0662550","Airport",NA,"None","Routine","N","JFK","N","France",74,NA,NA,NA,"Fruit","Non-Entry","Stores",NA,NA,NA,"FR AF FLT 077",NA,"N","On","Prunus sp.","Prunus","Y",NA,NA,NA,NA,NA,"Fruit",2,"Pound",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","Monilinia fructigena Honey ex Whetzel (Sclerotiniaceae)",NA,NA,"Disease","Y","Helotiales",NA,NA,"Sclerotiniaceae",NA,NA,"Monilinia",NA,"fructigena",NA,"Honey ex Whetzel","Anamorph: Monilia fructigena Pers. : Fr.; Synonym: Sclerotinia fructigena Aderh. & Ruhland","NFN NFN Alberto","1984-12-05 21:48:22",NA,NA,NA,"Y","2 LBS. *84 pre-PIN record *",339603,"PIN309","1984-12-05 21:48:22","PIN309","2006-06-09 10:14:33","2021-04-19 01:00:06"
"3158",329968,564,"TX Brownsville PPQ","1984-09-12 00:00:00",1717,339926,"BROTX842560127280","0127280","Land Border",NA,"None","Routine","N","BRO","N","Mexico",140,"Texas",NA,NA,"Fruit","Consumption","Baggage",NA,NA,NA,"ME AUTOMOBILE",NA,"N","On","Prunus domestica","Prunus","Y",NA,NA,NA,NA,NA,"Fruit",15,"Each",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","Cylindrosporium sp. (Incertae sedis)",NA,NA,"Disease","Y","Helotiales",NA,NA,"Incertae sedis",NA,NA,"Cylindrosporium",NA,NA,NA,NA,NA,"NFN NFN Palm","1984-09-12 21:48:22",NA,NA,NA,"Y","15 FRUIT *84 pre-PIN record *",329968,"PIN309","1984-09-12 21:48:22","PIN309","2006-06-09 10:13:50","2021-04-19 01:00:06"
"3159",293924,142,"CA Los Angeles PIS PPQ","1986-06-26 00:00:00",2369,303784,"LAXCA861770570520","0570520","Airport",NA,"None","Routine","N","LAX","N","Unknown",246,NA,NA,NA,"Fruit","Non-Entry","Stores",NA,NA,NA,"FR AF FLT 003",NA,"N","On","Prunus sp.","Prunus","Y",NA,NA,NA,NA,NA,"Fruit",40,"Each",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","Monilinia fructigena Honey ex Whetzel (Sclerotiniaceae)",NA,NA,"Disease","Y","Helotiales",NA,NA,"Sclerotiniaceae",NA,NA,"Monilinia",NA,"fructigena",NA,"Honey ex Whetzel","Anamorph: Monilia fructigena Pers. : Fr.; Synonym: Sclerotinia fructigena Aderh. & Ruhland","NFN NFN Palm","1986-06-26 22:18:49",NA,NA,NA,"Y","40 FRUIT *86 pre-PIN record *",293924,"PIN309","1986-06-26 22:18:49","PIN309","2006-06-09 10:11:14","2021-04-19 01:00:06"
"3160",1639041,129,"TX Laredo CBP","2009-07-26 00:00:00",10800,2126744,"APLTX092085143004",NA,"Land Border",NA,"None","Routine","N",NA,"N","Mexico",140,NA,NA,NA,NA,"Consumption","Baggage",NA,NA,NA,NA,NA,"N","On","Prunus domestica","Prunus","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","Monilinia fructicola (G. Winter) Honey (Sclerotiniaceae) *Non-Rep*",NA,NA,"Disease","N","Helotiales",NA,NA,"Sclerotiniaceae",NA,NA,"Monilinia",NA,"fructicola",NA,"(G. Winter) Honey","Anamorph: Monilia fructicola Batra; Syn: Sclerotinia fructicola (G. Winter) Rehm","Willis E Gentry","2009-07-30 00:00:00",NA,NA,NA,"Y",NA,1630534,"MSEDAFRANQUI","2009-07-27 08:39:16","WEGENTRY","2009-08-03 14:21:47","2021-04-19 01:00:06"
"3161",1047273,118,"NY JFK PIS PPQ","1985-05-24 00:00:00",1971,1326828,"JFKNY851440701630","0701630","Airport",NA,"None","Routine","N","JFK","N","Spain",200,"New York",NA,NA,"Fruit","Consumption","Baggage",NA,NA,NA,"AM TW FLT 903",NA,"N","On","Prunus sp.","Prunus","Y",NA,NA,NA,NA,NA,NA,0.25,"Pound",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","Monilinia fructigena Honey ex Whetzel (Sclerotiniaceae)",NA,NA,"Disease","Y","Helotiales",NA,NA,"Sclerotiniaceae",NA,NA,"Monilinia",NA,"fructigena",NA,"Honey ex Whetzel","Anamorph: Monilia fructigena Pers. : Fr.; Synonym: Sclerotinia fructigena Aderh. & Ruhland","NFN NFN Eng","1985-05-24 18:42:14",NA,NA,NA,"Y","1/4 LB. *85 pre-PIN record *",1047273,"PIN309","1985-05-24 18:42:14","PIN309","2006-06-09 11:12:15","2021-04-19 01:00:06"
"3162",1491778,157,"FL Miami Air CBP","2008-03-05 00:00:00",10292,1907520,"APMFL082572174022","344246","Airport","Aircraft","None","Routine","N",NA,"N","Ecuador",63,"Florida"," ",NA,"Fruit","Consumption","Baggage","American Airlines, Ft Worth, USA",NA,"952",NA,NA,"N","In","Prunus domestica","Prunus","Y",NA,NA,NA,NA,NA,"Fruit",4,"Each",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"N","Pseudaonidia trilobitiformis (Green) (Diaspididae)",NA,NA,"Insect","Y","Hemiptera","Sternorrhyncha","Coccoidea","Diaspididae",NA,NA,"Pseudaonidia",NA,"trilobitiformis",NA,"(Green)","Deregulated - (DEEP 2/4/2011)","Ramón A. Dones","2008-03-26 00:00:00",NA,NA,NA,"Y"," ",1485318,"VRIVERAFLORES","2008-09-13 13:10:59","PESTIDAPP","2008-11-01 09:35:33","2021-04-19 01:00:06"
"3163",103766,118,"NY JFK PIS PPQ","1996-10-15 00:00:00",6133,111507,"JFKNY970171152860","1152860","Inspection Station",NA,"None","Urgent","N","JFK","N","France",74,"California",NA,NA,"Cutting","Propagation","Permit Cargo",NA,NA,NA,"LH 166",NA,"N","On","Prunus sp.","Prunus","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,"N","Aphididae, species of",NA,NA,"Insect","Y","Hemiptera","Sternorrhyncha",NA,"Aphididae",NA,NA,NA,NA,NA,NA,NA,NA,"Gary L Miller","1997-01-17 09:39:40",NA,NA,NA,"Y","8 ",103766,"PIN309","1997-01-17 09:39:40","PIN309","2006-06-09 09:57:24","2021-04-19 01:00:06"
"3164",596589,142,"CA Los Angeles PIS PPQ","2001-01-15 00:00:00",7686,727119,"LAXCA010641569710","1569710","Airport",NA,"None","Routine","N","LAX","N","Armenia",11,"California",NA,NA,"Stem","Propagation","Baggage",NA,NA,NA,"BA 269",NA,"N","On","Prunus sp.","Prunus","Y",NA,NA,NA,NA,NA,"Stem",2,"Stems",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"N","Arocatus melanocephalus (Fabricius) (Lygaeidae)",NA,NA,"Insect","Y","Hemiptera","Heteroptera","Lygaeoidea","Lygaeidae",NA,NA,"Arocatus",NA,"melanocephalus",NA,"(Fabricius)","Deregulated per PDEP recommendation April 23, 2018","Thomas T Dobbs","2001-03-05 17:37:39",NA,NA,NA,"Y","2 STEMS ",596589,"PIN309","2001-03-05 17:37:39","PIN309","2006-06-09 10:35:19","2021-04-19 01:00:06"
"3165",40343,142,"CA Los Angeles PIS PPQ","1993-11-07 00:00:00",5060,40353,"LAXCA933111144100","1144100","Airport",NA,"None","Routine","N","LAX","N","Philippines",171,"California",NA,NA,"Fruit","Consumption","Baggage",NA,NA,NA,"PI PR FLT 102",NA,"N","On","Prunus domestica","Prunus","Y",NA,NA,NA,NA,NA,"Fruit",8,"Each",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","Pseudococcidae, species of",NA,NA,"Insect","Y","Hemiptera","Sternorrhyncha","Coccoidea","Pseudococcidae",NA,NA,NA,NA,NA,NA,NA,NA,"NFN NFN Suzuki","1993-11-07 07:45:51",NA,NA,NA,"Y","8 FRUIT * pre-PIN record *",40343,"PIN309","1993-11-07 07:45:51","PIN309","2006-06-09 09:52:39","2021-04-19 01:00:06"
"3166",389512,142,"CA Los Angeles PIS PPQ","1996-08-15 00:00:00",6072,423970,"LAXCA980361298660","1298660","Airport",NA,"None","Routine","N","LAX","N","Lithuania",125,"California",NA,NA,"Fruit","Consumption","Baggage",NA,NA,NA,"MP 801",NA,"N","On","Prunus sp.","Prunus","Y",NA,NA,NA,NA,NA,"Fruit",100,"Each",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","Pseudococcidae, species of",NA,NA,"Insect","Y","Hemiptera","Sternorrhyncha","Coccoidea","Pseudococcidae",NA,NA,NA,NA,NA,NA,NA,NA,"Morley M Suzuki","1998-02-05 08:33:30",NA,NA,NA,"Y","100 FRUIT ",389512,"PIN309","1998-02-05 08:33:30","PIN309","2006-06-09 10:18:34","2021-04-19 01:00:06"
"3167",551173,680,"CHL Chile PPQ","1998-12-02 00:00:00",6911,665195,"CHLXX001392034270","2034270","Foreign",NA,"None","Routine","N","CHL","N","Chile",44,NA,NA,NA,"Fruit","Consumption","Permit Cargo",NA,NA,NA,"UNKNOWN",NA,"N","On","Prunus domestica","Prunus","Y",NA,NA,NA,NA,NA,"Fruit",1048,"Crate",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","Pseudococcus sp. (Pseudococcidae)",NA,NA,"Insect","Y","Hemiptera","Sternorrhyncha","Coccoidea","Pseudococcidae",NA,NA,"Pseudococcus",NA,NA,NA,NA,NA,"Frank J Salantri","2000-05-18 13:53:41",NA,NA,NA,"Y","1048 CRATES ",551173,"PIN309","2000-05-18 13:53:41","PIN309","2006-06-09 10:31:37","2021-04-19 01:00:06"
"3168",62461,255,"WA Seattle PIS PPQ","1996-03-18 00:00:00",5922,63837,"SEAWA961030297540","0297540","Inspection Station",NA,"None","Routine","N","SEA","N","Netherlands",153,"Washington",NA,NA,"Plant","Propagation","Permit Cargo",NA,NA,NA,"MP 65",NA,"N","On","Prunus sp.","Prunus","Y",NA,NA,NA,NA,NA,NA,1000,"Plant Unit",NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,"N","Aphididae, species of",NA,NA,"Insect","Y","Hemiptera","Sternorrhyncha",NA,"Aphididae",NA,NA,NA,NA,NA,NA,NA,NA,"Eric L Johnson","1996-04-12 16:44:49",NA,NA,NA,"Y","1000 PLANTS ",62461,"PIN309","1996-04-12 16:44:49","PIN309","2006-06-09 09:54:17","2021-04-19 01:00:06"
"3169",62464,255,"WA Seattle PIS PPQ","1996-03-10 00:00:00",5914,63840,"SEAWA961030297480","0297480","Inspection Station",NA,"None","Routine","N","SEA","N","Netherlands",153,"Washington",NA,NA,"Plant","Propagation","Permit Cargo",NA,NA,NA,"MP 65",NA,"N","On","Prunus sp.","Prunus","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,"N","Aphididae, species of",NA,NA,"Insect","Y","Hemiptera","Sternorrhyncha",NA,"Aphididae",NA,NA,NA,NA,NA,NA,NA,NA,"Eric L Johnson","1996-04-12 16:54:51",NA,NA,NA,"Y","5000 ",62464,"PIN309","1996-04-12 16:54:51","PIN309","2006-06-09 09:54:17","2021-04-19 01:00:06"
"3170",500557,680,"CHL Chile PPQ","1996-12-19 00:00:00",6198,588490,"CHLXX991602018250","2018250","Foreign",NA,"None","Routine","N","CHL","N","Chile",44,NA,NA,NA,"Fruit","Consumption","Permit Cargo",NA,NA,NA,"UNKNOWN",NA,"N","With","Prunus domestica","Prunus","Y",NA,NA,NA,NA,NA,"Fruit",1000,"Box/Carton",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"N","Nysius sp. (Lygaeidae)",NA,NA,"Insect","Y","Hemiptera","Heteroptera","Lygaeoidea","Lygaeidae",NA,NA,"Nysius",NA,NA,NA,NA,NA,"Frank J Salantri","1999-06-09 10:06:03",NA,NA,NA,"Y","1000 CRT ",500557,"PIN309","1999-06-09 10:06:03","PIN309","2006-06-09 10:27:30","2021-04-19 01:00:06"
"3171",358977,680,"CHL Chile PPQ","1997-01-16 00:00:00",6226,376921,"CHLXX972752005390","2005390","Foreign",NA,"None","Routine","N","CHL","N","Chile",44,NA,NA,NA,"Fruit","Consumption","Permit Cargo",NA,NA,NA,"UNKNOWN",NA,"N","On","Prunus domestica","Prunus","Y",NA,NA,NA,NA,NA,"Fruit",2033,"Box/Carton",NA,20,NA,1,NA,NA,NA,NA,NA,NA,NA,"N","Pseudococcus viburni (Signoret) (Pseudococcidae) *Non-Rep*",NA,NA,"Insect","N","Hemiptera","Sternorrhyncha","Coccoidea","Pseudococcidae",NA,NA,"Pseudococcus",NA,"viburni",NA,"(Signoret)","Synonyms: Psuedococcus affinis","Douglas M Odermatt","1997-10-02 15:43:25",NA,NA,NA,"Y","2033 CRT 1 NON VIABLE ADULT SUBMITTED",358977,"PIN309","1997-10-02 15:43:25","PIN309","2006-06-09 10:16:06","2021-04-19 01:00:06"
"3172",1584363,157,"FL Miami Air CBP","2008-02-17 00:00:00",10275,2036044,"APMFL091101998009","331293","Airport","Aircraft","None","Routine","N",NA,"N","Chile",44,"Florida",NA,NA,"Fruit","Non-Entry","Stores","Linea Aerea Nacional-Chile (LAN Chile), Santiago, Chile",NA,"500",NA,NA,"N","On","Prunus domestica","Prunus","Y",NA,NA,NA,NA,NA,"Fruit",10,"Each",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"N","Pseudococcidae, species of",NA,NA,"Insect","Y","Hemiptera","Sternorrhyncha","Coccoidea","Pseudococcidae",NA,NA,NA,NA,NA,NA,NA,NA,"William Tang","2008-02-18 00:00:00","Poor slide mount (missing tip of abdomen)",NA,NA,"Y","Compliance unit.
Non-viable.
",1576489,"WTANG","2009-04-20 08:40:10","WTANG","2009-06-19 13:55:34","2021-04-19 01:00:06"
"3173",558938,680,"CHL Chile PPQ","1999-01-28 00:00:00",6968,675691,"CHLXX001872034700","2034700","Foreign",NA,"None","Routine","N","CHL","N","Chile",44,NA,NA,NA,"Fruit","Consumption","Permit Cargo",NA,NA,NA,"UNKNOWN",NA,"N","On","Prunus domestica","Prunus","Y",NA,NA,NA,NA,NA,"Fruit",1344,"Crate",NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","Pseudococcidae, species of",NA,NA,"Insect","Y","Hemiptera","Sternorrhyncha","Coccoidea","Pseudococcidae",NA,NA,NA,NA,NA,NA,NA,NA,"Frank J Salantri","2000-07-05 11:51:39",NA,NA,NA,"Y","1344 CRATES ",558938,"PIN309","2000-07-05 11:51:39","PIN309","2006-06-09 10:32:15","2021-04-19 01:00:06"
"3174",1753209,309,"MD Beltsville PIS PPQ","2010-01-29 00:00:00",10987,2301657,"APEMD100292273003","298","Inspection Station",NA,"None","Urgent","N",NA,"N","Spain",200,"Washington","Prosser","99350","Plant","Propagation","Permit Cargo",NA,NA,NA,NA,NA,"N","On","Prunus sp.","Prunus","Y",NA,NA,NA,NA,NA,"Plant",10,"Plant Unit",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"N","Diaspididae, species of",NA,NA,"Insect","Y","Hemiptera","Sternorrhyncha","Coccoidea","Diaspididae",NA,NA,NA,NA,NA,NA,NA,NA,"Gregory A Evans","2010-02-01 00:00:00","poss. Diaspidiotus perniciosus  Comstock Other sex, life stage, or caste needed. 1st instar; similar to adult found in same shipment today","No Action",1001326,"Y",NA,1743727,"PMIJAMS","2010-01-29 13:11:54","PMIJAMS","2010-05-10 11:36:16","2021-04-19 01:00:06"
"3175",1546009,385,"MI Romulus CBP","2009-01-31 00:00:00",10624,1992255,"APDMI090323560004","DTW 2.7.9","Airport","Aircraft","None","Routine","N",NA,"N","China",45,"Indiana",NA,NA,"Fruit","Consumption","Baggage","Northwest Airlines, USA",NA,"12",NA,NA,"N","On","Prunus sp.","Prunus","Y",NA,NA,NA,NA,NA,"Fruit",0.5,"Kilogram",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"N","Diaspididae, species of",NA,NA,"Insect","Y","Hemiptera","Sternorrhyncha","Coccoidea","Diaspididae",NA,NA,NA,NA,NA,NA,NA,NA,"James E Zablotny","2009-02-20 00:00:00",NA,NA,NA,"Y","DAP. 109833",1538476,"MFBERNEY","2009-02-01 16:33:30","AABROWN","2009-02-20 13:54:48","2021-04-19 01:00:06"
"3176",417784,456,"IL Chicago PPQ","1994-06-07 00:00:00",5272,469144,"DESIL980827471420","7471420","Airport",NA,"None","Routine","N","DES","N","Israel",106,"Illinois",NA,NA,"Fruit","Consumption","Baggage",NA,NA,NA,"AF 54    ",NA,"N","With","Prunus sp.","Prunus","Y",NA,NA,NA,NA,NA,"Fruit",2,"Pound",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"N","Cicadellidae, species of",NA,NA,"Insect","Y","Hemiptera","Auchenorrhyncha","Membracoidea","Cicadellidae",NA,NA,NA,NA,NA,NA,NA,NA,"Ramona E Ivashchenko","1998-03-23 12:02:57",NA,NA,NA,"Y","2# FRUIT PINET *DES307-JUN-94302 *PINET 309* HOST- GREEN PLUMS",417784,"PIN309","1998-03-23 12:02:57","PIN309","2006-06-09 10:20:52","2021-04-19 01:00:06"
"3177",539657,586,"WA Blaine PPQ","1999-11-06 00:00:00",7250,648630,"BLAWA000630111360","0111360","Land Border",NA,"None","Routine","N","BLA","N","Unknown",246,"Washington",NA,NA,"Fruit","Consumption","Baggage",NA,NA,NA,"POV",NA,"N","On","Prunus sp.","Prunus","Y",NA,NA,NA,NA,NA,NA,2,"Pound",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","Pseudococcidae, species of",NA,NA,"Insect","Y","Hemiptera","Sternorrhyncha","Coccoidea","Pseudococcidae",NA,NA,NA,NA,NA,NA,NA,NA,"Robert L Schaffner","2000-03-03 13:50:54",NA,NA,NA,"Y","2 LBS ",539657,"PIN309","2000-03-03 13:50:54","PIN309","2006-06-09 10:30:42","2021-04-19 01:00:06"
"3178",543814,680,"CHL Chile PPQ","1999-01-26 00:00:00",6966,654623,"CHLXX000972031710","2031710","Foreign",NA,"None","Routine","N","CHL","N","Chile",44,NA,NA,NA,"Fruit","Consumption","Permit Cargo",NA,NA,NA,"UNKNOWN",NA,"N","On","Prunus domestica","Prunus","Y",NA,NA,NA,NA,NA,"Fruit",2090,"Crate",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,"N","Pseudococcidae, species of",NA,NA,"Insect","Y","Hemiptera","Sternorrhyncha","Coccoidea","Pseudococcidae",NA,NA,NA,NA,NA,NA,NA,NA,"Frank J Salantri","2000-04-06 13:45:09",NA,NA,NA,"Y","2090 CRATES ",543814,"PIN309","2000-04-06 13:45:09","PIN309","2006-06-09 10:31:02","2021-04-19 01:00:06"
"3179",543817,680,"CHL Chile PPQ","1999-02-12 00:00:00",6983,654629,"CHLXX000972031760","2031760","Foreign",NA,"None","Routine","N","CHL","N","Chile",44,NA,NA,NA,"Fruit","Consumption","Permit Cargo",NA,NA,NA,"UNKNOWN",NA,"N","On","Prunus domestica","Prunus","Y",NA,NA,NA,NA,NA,"Fruit",2048,"Crate",NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,"N","Pseudococcidae, species of",NA,NA,"Insect","Y","Hemiptera","Sternorrhyncha","Coccoidea","Pseudococcidae",NA,NA,NA,NA,NA,NA,NA,NA,"Frank J Salantri","2000-04-06 13:50:53",NA,NA,NA,"Y","2048 CRATES ",543817,"PIN309","2000-04-06 13:50:53","PIN309","2006-06-09 10:31:02","2021-04-19 01:00:06"
"3180",543818,680,"CHL Chile PPQ","1999-02-01 00:00:00",6972,654631,"CHLXX000972031770","2031770","Foreign",NA,"None","Routine","N","CHL","N","Chile",44,NA,NA,NA,"Fruit","Consumption","Permit Cargo",NA,NA,NA,"UNKNOWN",NA,"N","On","Prunus domestica","Prunus","Y",NA,NA,NA,NA,NA,"Fruit",904,"Crate",NA,20,NA,NA,20,NA,NA,NA,NA,NA,NA,"N","Pseudococcidae, species of",NA,NA,"Insect","Y","Hemiptera","Sternorrhyncha","Coccoidea","Pseudococcidae",NA,NA,NA,NA,NA,NA,NA,NA,"Frank J Salantri","2000-04-06 13:51:52",NA,NA,NA,"Y","904 CRATES ",543818,"PIN309","2000-04-06 13:51:52","PIN309","2006-06-09 10:31:02","2021-04-19 01:00:06"
"3181",554175,680,"CHL Chile PPQ","1999-03-17 00:00:00",7016,669148,"CHLXX001032032120","2032120","Foreign",NA,"None","Routine","N","CHL","N","Chile",44,NA,NA,NA,"Fruit","Consumption","Permit Cargo",NA,NA,NA,"UNKNOWN",NA,"N","On","Prunus domestica","Prunus","Y",NA,NA,NA,NA,NA,"Fruit",801,"Crate",NA,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,"N","Pseudococcidae, species of",NA,NA,"Insect","Y","Hemiptera","Sternorrhyncha","Coccoidea","Pseudococcidae",NA,NA,NA,NA,NA,NA,NA,NA,"Frank J Salantri","2000-04-12 14:10:43",NA,NA,NA,"Y","801 CRATES ",554175,"PIN309","2000-04-12 14:10:43","PIN309","2006-06-09 10:31:51","2021-04-19 01:00:06"
"3182",554177,680,"CHL Chile PPQ","1999-03-03 00:00:00",7002,669151,"CHLXX001032032130","2032130","Foreign",NA,"None","Routine","N","CHL","N","Chile",44,NA,NA,NA,"Fruit","Consumption","Permit Cargo",NA,NA,NA,"UNKNOWN",NA,"N","On","Prunus domestica","Prunus","Y",NA,NA,NA,NA,NA,"Fruit",956,"Crate",NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","Pseudococcidae, species of",NA,NA,"Insect","Y","Hemiptera","Sternorrhyncha","Coccoidea","Pseudococcidae",NA,NA,NA,NA,NA,NA,NA,NA,"Frank J Salantri","2000-04-12 14:12:47",NA,NA,NA,"Y","956 CRATES ",554177,"PIN309","2000-04-12 14:12:47","PIN309","2006-06-09 10:31:51","2021-04-19 01:00:06"
"3183",554178,680,"CHL Chile PPQ","1999-02-19 00:00:00",6990,669153,"CHLXX001032032140","2032140","Foreign",NA,"None","Routine","N","CHL","N","Chile",44,NA,NA,NA,"Fruit","Consumption","Permit Cargo",NA,NA,NA,"UNKNOWN",NA,"N","On","Prunus domestica","Prunus","Y",NA,NA,NA,NA,NA,"Fruit",2040,"Crate",NA,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,"N","Pseudococcidae, species of",NA,NA,"Insect","Y","Hemiptera","Sternorrhyncha","Coccoidea","Pseudococcidae",NA,NA,NA,NA,NA,NA,NA,NA,"Frank J Salantri","2000-04-12 14:13:42",NA,NA,NA,"Y","2040 CRATES ",554178,"PIN309","2000-04-12 14:13:42","PIN309","2006-06-09 10:31:51","2021-04-19 01:00:06"
"3184",580590,142,"CA Los Angeles PIS PPQ","2000-09-10 00:00:00",7559,705317,"LAXCA003111553420","1553420","Airport",NA,"None","Routine","Y","LAX","N","Unknown",246,"California",NA,NA,"Fruit","Non-Entry","Stores",NA,NA,NA,"UNKNOWN",NA,"N","On","Prunus sp.","Prunus","Y",NA,NA,NA,NA,NA,"Fruit",2,"Kilogram",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","Pseudococcidae, species of",NA,NA,"Insect","Y","Hemiptera","Sternorrhyncha","Coccoidea","Pseudococcidae",NA,NA,NA,NA,NA,NA,NA,NA,"Bertram Lindsey","2000-11-06 13:02:17",NA,NA,NA,"Y","2 KGS ",580590,"PIN309","2000-11-06 13:02:17","PIN309","2006-06-09 10:34:02","2021-04-19 01:00:06"
"3185",374006,680,"CHL Chile PPQ","1997-02-08 00:00:00",6249,399595,"CHLXX973102006240","2006240","Foreign",NA,"None","Routine","N","CHL","N","Chile",44,NA,NA,NA,"Fruit","Consumption","Permit Cargo",NA,NA,NA,"UNKNOWN",NA,"N","On","Prunus domestica","Prunus","Y",NA,NA,NA,NA,NA,"Fruit",400,"Crate",NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","Pseudococcus sp. (Pseudococcidae)",NA,NA,"Insect","Y","Hemiptera","Sternorrhyncha","Coccoidea","Pseudococcidae",NA,NA,"Pseudococcus",NA,NA,NA,NA,NA,"Frank J Salantri","1997-11-06 11:17:24",NA,NA,NA,"Y","400 CRATES STAGE II NYMPH",374006,"PIN309","1997-11-06 11:17:24","PIN309","2006-06-09 10:17:18","2021-04-19 01:00:06"
"3186",374008,680,"CHL Chile PPQ","1997-01-24 00:00:00",6234,399599,"CHLXX973102006250","2006250","Foreign",NA,"None","Routine","N","CHL","N","Chile",44,NA,NA,NA,"Fruit","Consumption","Permit Cargo",NA,NA,NA,"UNKNOWN",NA,"N","On","Prunus domestica","Prunus","Y",NA,NA,NA,NA,NA,"Fruit",1500,"Crate",NA,10,NA,NA,10,NA,NA,NA,NA,NA,NA,"N","Pseudococcidae, species of",NA,NA,"Insect","Y","Hemiptera","Sternorrhyncha","Coccoidea","Pseudococcidae",NA,NA,NA,NA,NA,NA,NA,NA,"Frank J Salantri","1997-11-06 11:18:04",NA,NA,NA,"Y","1500 CRATES ",374008,"PIN309","1997-11-06 11:18:04","PIN309","2006-06-09 10:17:18","2021-04-19 01:00:06"
"3187",1642707,6,"GA Atlanta CBP","2009-08-02 00:00:00",10807,2162462,"APAGA092140162010","B080209G","Airport","Aircraft","None","Routine","N",NA,"N","Israel",106,NA,NA,NA,"Fruit","Non-Entry","Quarters","Delta Airlines, Atlanta, GA, USA",NA,"153",NA,"Other","N","On","Prunus domestica","Prunus","Y",NA,NA,NA,NA,NA,"Fruit",2,"Each",NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,"N","Parlatoria oleae (Colvee) (Diaspididae) *Non-Rep*",NA,NA,"Insect","N","Hemiptera","Sternorrhyncha","Coccoidea","Diaspididae",NA,NA,"Parlatoria",NA,"oleae",NA,"(Colvee)",NA,"John W Dooley III","2009-09-11 00:00:00",NA,NA,NA,"Y",NA,1634146,"JAFRANKEL","2009-08-02 12:02:48","JWDOOLEY","2009-09-11 11:51:45","2021-04-19 01:00:06"
